Course Prefix,Student,Grade
EXW 100,student-07-188,0.96
EXW 100,student-07-200,0.94
EXW 100,student-07-217,0.82
EXW 100,student-07-225,0.92
EXW 100,student-07-226,0.92
EXW 100,student-07-241,0.58
EXW 100,student-07-256,0.82
EXW 100,student-08-11,0.81
EXW 100,student-08-175,0.94
EXW 100,student-08-195,0.84
EXW 100,student-08-205,0.62
EXW 100,student-08-208,0.85
EXW 100,student-08-234,0.87
EXW 100,student-08-267,0.93
EXW 100,student-08-326,0.94
EXW 100,student-09-186,0.84
EXW 100,student-09-223,0.94
EXW 100,student-09-235,0.94
EXW 100,student-09-253,0.96
EXW 100,student-10-182,0.86
EXW 100,student-10-196,0.64
EXW 100,student-10-205,0.89
EXW 100,student-10-218,0.95
EXW 100,student-10-225,0.89
EXW 100,student-10-248,0.85
EXW 100,student-10-254,0.91
EXW 100,student-10-260,0.92
EXW 100,student-10-273,0.94
EXW 100,student-11-148,0.59
EXW 100,student-11-153,0.83
EXW 100,student-11-172,0.94
EXW 100,student-11-236,0.65
EXW 100,student-11-241,0.94
EXW 100,student-11-248,0.97
EXW 100,student-12-14,0.93
EXW 100,student-12-210,0.92
EXW 100,student-12-223,0.9
EXW 100,student-12-239,0.81
EXW 100,student-12-251,0.62
EXW 100,student-12-301,0.92
EXW 100,student-13-117,0.9
EXW 100,student-13-235,0.84
EXW 100,student-13-251,0.87
EXW 100,student-13-288,0.9
EXW 100,student-13-305,0.85
EXW 100,student-14-161,0.86
EXW 100,student-14-205,0.91
EXW 100,student-14-250,0.89
EXW 100,student-14-263,0.97
EXW 100,student-14-277,0.96
EXW 100,student-14-301,0.96
EXW 100,student-14-308,0.91
EXW 100,student-14-322,0.95
EXW 100,student-15-207,0.55
EXW 100,student-15-220,0.9
EXW 100,student-15-252,0.95
EXW 100,student-15-253,0.99
EXW 100,student-15-254,0.62
EXW 100,student-15-317,0.85
EXW 100,student-15-326,0.95
EXW 100,student-16-161,0.93
EXW 100,student-16-242,0.97
EXW 100,student-16-253,0.97
EXW 100,student-16-260,0.89
EXW 100,student-16-280,0.86
EXW 100,student-16-298,0.88
EXW 100,student-17-140,0.92
EXW 100,student-17-236,0.99
EXW 100,student-17-254,0.91
EXW 100,student-17-256,0.85
EXW 100,student-18-157,0.95
EXW 100,student-18-199,0.91
EXW 100,student-18-210,0.93
EXW 100,student-18-231,0.61
EXW 100,student-18-259,0.95
EXW 100,student-18-276,0.98
EXW 100,student-19-161,0.88
EXW 100,student-19-183,0.74
EXW 100,student-19-226,0.93
EXW 100,student-19-252,0.98
EXW 100,student-19-289,0.93
EXW 100,student-19-322,0.97
EXW 100,student-20-161,0.72
EXW 100,student-20-182,0.56
EXW 100,student-20-233,0.64
EXW 100,student-20-236,0.59
EXW 100,student-20-273,0.95
EXW 100,student-20-286,0.91
EXW 100,student-20-327,0.93
EXW 100,student-21-207,0.96
EXW 100,student-21-217,0.92
EXW 100,student-21-234,0.86
EXW 100,student-21-304,0.95
EXW 100,student-22-119,0.9
EXW 100,student-22-161,0.95
EXW 100,student-22-241,0.88
EXW 100,student-22-264,0.95
EXW 100,student-22-278,0.82
EXW 100,student-22-285,0.9
EXW 100,student-23-161,0.81
EXW 100,student-23-192,0.96
EXW 100,student-23-212,0.88
EXW 100,student-23-227,0.9
EXW 100,student-23-228,0.82
EXW 100,student-23-244,0.85
EXW 100,student-24-161,0.86
EXW 100,student-24-218,0.93
EXW 100,student-24-253,0.6
EXW 100,student-25-101,0.85
EXW 100,student-25-222,0.91
EXW 100,student-25-289,0.95
EXW 100,student-25-327,0.95
EXW 100,student-26-161,0.96
EXW 100,student-26-192,0.91
EXW 100,student-26-250,0.87
EXW 100,student-26-257,0.91
EXW 100,student-27-161,0.84
EXW 100,student-27-171,0.9
EXW 100,student-27-222,0.95
EXW 100,student-27-233,0.93
EXW 100,student-27-287,0.85
EXW 100,student-28-130,0.92
EXW 100,student-28-131,0.9
EXW 100,student-28-217,0.91
EXW 100,student-28-253,0.87
EXW 100,student-28-301,0.92
EXW 100,student-28-319,0.9
EXW 100,student-29-134,0.95
EXW 100,student-29-15,0.92
EXW 100,student-29-161,0.83
EXW 100,student-29-178,0.86
EXW 100,student-29-235,0.87
EXW 100,student-29-237,0.62
EXW 100,student-29-287,0.98
EXW 100,student-29-298,0.97
EXW 100,student-30-122,0.98
EXW 100,student-30-124,0.88
EXW 100,student-30-161,0.91
EXW 100,student-30-194,0.91
EXW 100,student-30-247,0.79
EXW 100,student-30-274,0.89
EXW 100,student-31-214,0.55
EXW 100,student-31-243,0.78
EXW 100,student-31-251,0.64
EXW 100,student-31-263,0.93
EXW 100,student-31-313,0.84
EXW 100,student-32-161,0.94
EXW 100,student-32-208,0.65
EXW 100,student-33-143,0.95
EXW 100,student-33-161,0.88
EXW 100,student-33-186,0.86
EXW 100,student-33-243,0.63
EXW 100,student-33-276,0.83
EXW 100,student-33-321,0.8
EXW 100,student-34-181,0.88
EXW 100,student-34-247,0.88
EXW 100,student-34-321,0.96
EXW 100,student-35-161,0.9
EXW 100,student-35-212,0.94
EXW 100,student-35-249,0.86
EXW 100,student-35-262,0.95
EXW 100,student-36-129,0.84
EXW 100,student-36-223,0.95
EXW 100,student-36-237,0.93
EXW 100,student-36-254,0.97
EXW 100,student-37-159,0.61
EXW 100,student-37-209,0.53
EXW 100,student-37-213,0.88
EXW 100,student-37-230,0.58
EXW 100,student-37-241,0.89
EXW 100,student-37-249,0.89
EXW 100,student-38-161,0.79
EXW 100,student-38-177,0.86
EXW 100,student-38-210,0.93
EXW 100,student-38-237,0.86
EXW 100,student-38-240,0.93
EXW 100,student-38-299,0.92
EXW 100,student-39-149,0.96
EXW 100,student-39-161,0.88
EXW 100,student-39-223,0.61
EXW 100,student-39-227,0.9
EXW 100,student-39-230,0.86
EXW 100,student-39-313,0.95
EXW 100,student-40-161,0.88
EXW 100,student-40-193,0.9
EXW 100,student-40-234,0.83
EXW 100,student-40-267,0.87
EXW 100,student-40-293,0.95
EXW 100,student-41-113,0.84
EXW 100,student-41-161,0.96
EXW 100,student-41-169,0.58
EXW 100,student-41-207,0.62
EXW 100,student-41-211,0.91
EXW 100,student-42-161,0.97
EXW 100,student-42-199,0.63
EXW 100,student-42-233,0.9
EXW 100,student-42-235,0.84
EXW 100,student-42-265,0.97
EXW 100,student-42-279,0.96
EXW 100,student-42-303,1.0
EXW 100,student-42-321,0.94
EXW 100,student-43-139,0.86
EXW 100,student-43-161,0.93
EXW 100,student-43-227,0.81
EXW 100,student-43-236,0.84
EXW 100,student-43-251,0.84
EXW 100,student-44-161,0.93
EXW 100,student-44-192,0.95
EXW 100,student-44-225,0.44
EXW 100,student-44-266,0.81
EXW 100,student-45-13,0.89
EXW 100,student-45-161,0.83
EXW 100,student-45-169,0.92
EXW 100,student-45-208,0.89
EXW 100,student-45-240,0.88
EXW 100,student-45-253,0.87
EXW 100,student-45-254,0.88
EXW 100,student-45-256,0.99
EXW 100,student-45-288,0.93
EXW 100,student-46-161,0.94
EXW 100,student-46-192,0.93
EXW 100,student-46-232,0.96
EXW 100,student-46-236,0.87
EXW 100,student-46-249,0.86
EXW 100,student-46-263,0.86
EXW 100,student-47-111,0.89
EXW 100,student-47-161,0.91
EXW 100,student-47-179,0.87
EXW 100,student-47-180,0.94
EXW 100,student-47-185,0.6
EXW 100,student-47-187,0.84
EXW 100,student-47-192,0.79
EXW 100,student-47-241,0.9
EXW 100,student-47-253,0.96
EXW 100,student-47-312,0.92
EXW 100,student-48-113,0.93
EXW 100,student-48-147,0.9
EXW 100,student-48-161,0.87
EXW 100,student-48-166,0.94
EXW 100,student-48-223,0.64
EXW 100,student-48-238,0.93
EXW 100,student-48-268,0.95
EXW 100,student-48-283,0.96
EXW 100,student-49-134,0.87
EXW 100,student-49-161,0.96
EXW 100,student-49-241,0.93
EXW 100,student-49-249,0.91
EXW 100,student-49-270,0.96
EXW 100,student-50-151,0.95
EXW 100,student-50-206,0.91
EXW 100,student-50-253,0.88
EXW 100,student-50-275,0.91
EXW 100,student-50-322,0.94
EXW 100,student-51-161,0.95
EXW 100,student-51-195,0.63
EXW 100,student-51-206,0.91
EXW 100,student-51-236,0.96
EXW 100,student-51-246,0.85
EXW 100,student-51-247,0.95
EXW 100,student-52-161,0.92
EXW 100,student-52-195,0.61
EXW 100,student-52-217,0.89
EXW 100,student-52-231,0.94
EXW 100,student-52-244,0.59
EXW 100,student-52-249,0.87
EXW 100,student-53-131,0.95
EXW 100,student-53-141,0.95
EXW 100,student-53-229,0.92
EXW 100,student-53-240,0.96
EXW 100,student-53-255,0.99
EXW 100,student-53-282,0.85
EXW 100,student-54-161,0.85
EXW 100,student-54-234,0.6
EXW 100,student-54-261,0.96
EXW 100,student-54-266,0.96
EXW 100,student-55-151,0.85
EXW 100,student-55-187,0.81
EXW 100,student-55-190,0.87
EXW 100,student-55-253,1.0
EXW 100,student-55-262,0.89
EXW 100,student-56-145,0.9
EXW 100,student-56-15,0.97
EXW 100,student-56-161,0.97
EXW 100,student-56-218,0.79
EXW 100,student-56-231,0.9
EXW 100,student-56-253,0.86
EXW 100,student-56-328,0.86
EXW 100,student-57-128,0.97
EXW 100,student-57-161,0.93
EXW 100,student-57-229,0.81
EXW 100,student-57-255,0.9
EXW 100,student-58-108,0.89
EXW 100,student-58-161,0.9
EXW 100,student-58-165,0.96
EXW 100,student-58-195,0.94
EXW 100,student-58-231,0.88
EXW 100,student-58-240,0.93
EXW 100,student-58-276,0.88
EXW 100,student-58-287,0.73
EXW 100,student-59-161,0.91
EXW 100,student-59-215,0.9
EXW 100,student-59-236,0.9
EXW 100,student-59-248,0.93
EXW 100,student-59-260,0.92
EXW 100,student-59-284,0.88
EXW 100,student-60-161,0.93
EXW 100,student-60-185,0.88
EXW 100,student-60-188,0.8
EXW 100,student-60-243,0.92
EXW 100,student-60-259,0.95
EXW 100,student-60-263,0.89
EXW 100,student-60-305,0.98
EXW 100,student-60-325,0.92
EXW 100,student-61-16,0.87
EXW 100,student-61-161,0.9
EXW 100,student-61-219,0.89
EXW 100,student-61-251,0.92
EXW 100,student-62-12,0.63
EXW 100,student-62-16,0.94
EXW 100,student-62-161,0.89
EXW 100,student-62-248,0.61
EXW 100,student-62-259,0.95
EXW 100,student-62-284,0.96
EXW 100,student-62-309,0.92
EXW 100,student-63-193,0.83
EXW 100,student-63-218,0.93
EXW 100,student-63-223,0.9
EXW 100,student-63-253,0.92
EXW 100,student-63-257,0.95
EXW 100,student-64-161,0.92
EXW 100,student-64-241,0.96
EXW 100,student-64-248,0.61
EXW 100,student-64-257,0.95
EXW 100,student-64-260,0.93
EXW 100,student-64-288,0.96
EXW 100,student-65-143,0.98
EXW 100,student-65-155,0.77
EXW 100,student-65-161,0.91
EXW 100,student-65-188,0.54
EXW 100,student-65-240,0.95
EXW 100,student-65-253,0.87
EXW 100,student-65-291,0.93
EXW 100,student-66-161,0.85
EXW 100,student-66-216,0.94
EXW 100,student-66-227,0.6
EXW 100,student-66-232,0.9
EXW 100,student-66-233,0.6
EXW 100,student-66-244,0.87
EXW 100,student-66-259,0.74
EXW 100,student-66-305,0.94
EXW 100,student-67-143,0.6
EXW 100,student-67-161,0.9
EXW 100,student-67-176,0.93
EXW 100,student-67-235,0.94
EXW 100,student-67-256,0.86
EXW 100,student-68-220,0.91
EXW 100,student-68-227,0.88
EXW 100,student-68-260,0.9
EXW 100,student-68-313,0.91
EXW 100,student-69-109,0.61
EXW 100,student-69-125,0.91
EXW 100,student-69-230,0.88
EXW 100,student-69-291,0.97
EXW 100,student-69-313,0.93
EXW 100,student-70-161,0.84
EXW 100,student-70-187,0.85
EXW 100,student-70-210,0.87
EXW 100,student-70-228,0.61
EXW 100,student-70-234,0.81
EXW 100,student-70-240,0.89
EXW 100,student-70-257,0.92
EXW 100,student-71-161,0.96
EXW 100,student-71-247,0.95
EXW 100,student-71-304,0.95
EXW 100,student-72-161,0.94
EXW 100,student-72-206,0.93
EXW 100,student-72-225,0.57
EXW 100,student-72-248,0.87
EXW 100,student-72-267,0.91
EXW 100,student-72-271,0.88
EXW 100,student-72-284,0.94
EXW 100,student-72-304,0.93
EXW 100,student-73-161,0.98
EXW 100,student-73-248,0.87
EXW 100,student-73-257,0.96
EXW 100,student-73-260,0.9
EXW 100,student-73-261,0.94
EXW 100,student-73-262,0.95
EXW 100,student-73-263,0.97
EXW 100,student-74-161,0.83
EXW 100,student-74-213,0.96
EXW 100,student-74-219,0.62
EXW 100,student-74-225,0.88
EXW 100,student-74-232,0.95
EXW 100,student-74-261,0.82
EXW 100,student-75-232,0.86
EXW 100,student-75-262,0.88
EXW 100,student-75-264,0.92
EXW 100,student-75-276,0.94
EXW 100,student-75-279,0.93
EXW 100,student-76-157,0.81
EXW 100,student-76-182,0.86
EXW 100,student-76-191,0.95
EXW 100,student-76-219,0.72
EXW 100,student-76-231,0.61
EXW 100,student-76-236,0.89
EXW 100,student-76-239,0.99
EXW 100,student-76-267,0.9
EXW 100,student-76-288,0.84
EXW 100,student-77-112,0.88
EXW 100,student-77-161,0.96
EXW 100,student-77-166,0.58
EXW 100,student-77-241,0.88
EXW 100,student-78-161,0.81
EXW 100,student-78-176,0.8
EXW 100,student-78-224,0.87
EXW 100,student-78-246,0.94
EXW 100,student-78-247,0.62
EXW 100,student-79-161,0.97
EXW 100,student-79-179,0.72
EXW 100,student-79-225,0.9
EXW 100,student-80-161,0.83
EXW 100,student-80-247,0.98
EXW 100,student-80-293,0.85
EXW 100,student-81-161,0.8
EXW 100,student-81-210,0.94
EXW 100,student-81-227,0.92
EXW 100,student-81-247,0.81
EXW 100,student-81-266,0.9
EXW 100,student-82-161,0.82
EXW 100,student-82-180,0.89
EXW 100,student-82-210,0.96
EXW 100,student-82-290,0.97
EXW 100,student-82-298,0.91
EXW 100,student-83-126,0.9
EXW 100,student-83-142,0.73
EXW 100,student-83-161,0.96
EXW 100,student-83-195,0.94
EXW 100,student-83-212,0.99
EXW 100,student-83-225,0.95
EXW 100,student-83-229,0.94
EXW 100,student-83-246,0.89
EXW 100,student-83-257,0.93
EXW 100,student-84-161,0.84
EXW 100,student-84-213,0.9
EXW 100,student-84-226,0.9
EXW 100,student-84-232,0.9
EXW 100,student-84-256,0.62
EXW 100,student-84-263,0.93
EXW 100,student-84-274,0.9
EXW 100,student-85-161,0.9
EXW 100,student-85-166,0.82
EXW 100,student-85-216,0.96
EXW 100,student-85-219,0.87
EXW 100,student-85-250,0.98
EXW 100,student-85-256,0.96
EXW 100,student-85-265,0.86
EXW 100,student-86-161,0.93
EXW 100,student-86-166,0.87
EXW 100,student-86-233,0.92
EXW 100,student-86-244,0.98
EXW 100,student-86-254,0.93
EXW 100,student-86-285,0.98
EXW 100,student-87-123,0.9
EXW 100,student-87-161,0.98
EXW 100,student-87-235,0.63
EXW 100,student-88-132,0.85
EXW 100,student-88-173,0.84
EXW 100,student-88-193,0.85
EXW 100,student-88-284,0.98
EXW 100,student-88-300,0.99
EXW 100,student-89-138,0.83
EXW 100,student-89-182,0.62
EXW 100,student-89-185,0.95
EXW 100,student-89-199,0.93
EXW 100,student-89-220,0.95
EXW 100,student-89-278,0.84
EXW 100,student-90-126,0.99
EXW 100,student-90-204,0.83
EXW 100,student-90-222,0.96
EXW 100,student-90-262,0.94
EXW 100,student-91-119,0.9
EXW 100,student-91-216,0.77
EXW 100,student-91-218,0.83
EXW 100,student-91-268,0.92
EXW 100,student-91-318,0.96
EXW 100,student-92-133,0.96
EXW 100,student-92-172,0.8
EXW 100,student-92-194,0.94
EXW 100,student-92-216,0.61
EXW 100,student-92-230,0.77
EXW 100,student-92-242,0.86
EXW 100,student-92-253,0.99
EXW 100,student-92-261,0.93
EXW 100,student-92-284,0.93
EXW 100,student-93-120,0.99
EXW 100,student-93-192,0.85
EXW 100,student-93-206,0.9
EXW 100,student-93-208,0.93
EXW 100,student-93-227,0.59
EXW 100,student-93-256,0.84
EXW 100,student-93-271,0.86
EXW 100,student-93-283,0.96
EXW 100,student-94-14,0.94
EXW 100,student-94-226,0.97
EXW 100,student-94-236,0.63
EXW 100,student-94-240,0.92
EXW 100,student-94-250,0.6
EXW 100,student-94-274,0.85
EXW 100,student-94-301,0.86
EXW 100,student-95-166,0.87
EXW 100,student-95-220,0.59
EXW 100,student-96-230,0.62
EXW 100,student-96-292,0.96
EXW 100,student-97-240,0.96
EXW 100,student-97-241,0.61
EXW 100,student-97-242,0.94
EXW 100,student-97-246,0.91
EXW 100,student-97-282,0.87
EXW 100,student-97-291,0.9
EXW 100,student-98-138,0.95
EXW 100,student-98-139,0.95
EXW 100,student-98-276,0.91
EXW 100,student-99-10,0.58
EXW 100,student-99-167,0.95
EXW 100,student-99-185,0.82
EXW 100,student-99-204,0.63
EXW 100,student-99-233,0.81
EXW 100,student-99-247,0.93
EXW 100,student-99-288,0.83
EXW 100,student-99-301,0.91
FSE 100,student-10-195,0.96
FSE 100,student-16-177,0.9
FSE 100,student-25-165,0.91
FSE 100,student-30-120,0.85
FSE 100,student-37-212,0.96
FSE 100,student-59-216,0.97
FSE 100,student-62-155,0.95
FSE 100,student-88-232,0.87
FSE 100,student-94-222,0.93
FSE 150,student-31-204,0.73
FSE 150,student-38-129,0.92
FSE 150,student-45-210,0.78
FSE 150,student-48-223,0.92
FSE 150,student-55-186,0.85
FSE 150,student-76-191,0.82
FSE 150,student-79-169,0.9
FSE 150,student-81-169,0.94
FSE 150,student-81-226,0.94
FSE 150,student-82-201,0.93
FSE 150,student-84-132,0.97
HEP 100,student-04-384,0.96
HEP 100,student-05-227,0.96
HEP 100,student-08-359,0.97
HEP 100,student-09-359,0.91
HEP 100,student-09-375,0.9
HEP 100,student-10-204,0.86
HEP 100,student-11-414,0.91
HEP 100,student-13-330,0.89
HEP 100,student-15-299,0.92
HEP 100,student-15-300,0.95
HEP 100,student-15-359,0.93
HEP 100,student-15-412,0.9
HEP 100,student-17-102,0.93
HEP 100,student-17-235,0.85
HEP 100,student-17-247,0.86
HEP 100,student-17-423,0.96
HEP 100,student-18-291,0.91
HEP 100,student-18-380,0.92
HEP 100,student-19-273,0.9
HEP 100,student-19-307,0.92
HEP 100,student-20-354,0.87
HEP 100,student-23-422,0.96
HEP 100,student-24-150,0.94
HEP 100,student-24-258,0.93
HEP 100,student-24-294,0.91
HEP 100,student-25-269,0.93
HEP 100,student-26-350,0.92
HEP 100,student-27-209,0.88
HEP 100,student-27-407,0.98
HEP 100,student-28-220,0.92
HEP 100,student-32-191,0.82
HEP 100,student-32-235,0.97
HEP 100,student-32-279,0.89
HEP 100,student-32-314,0.95
HEP 100,student-32-352,0.89
HEP 100,student-32-379,0.91
HEP 100,student-33-222,0.87
HEP 100,student-33-370,0.93
HEP 100,student-33-371,0.99
HEP 100,student-33-390,0.96
HEP 100,student-34-332,0.89
HEP 100,student-34-352,0.88
HEP 100,student-35-376,0.88
HEP 100,student-35-379,0.86
HEP 100,student-36-333,0.82
HEP 100,student-37-379,0.92
HEP 100,student-40-413,0.89
HEP 100,student-41-233,0.95
HEP 100,student-41-379,0.83
HEP 100,student-42-368,0.92
HEP 100,student-42-410,0.89
HEP 100,student-43-381,0.95
HEP 100,student-45-124,0.96
HEP 100,student-46-151,0.92
HEP 100,student-46-370,0.88
HEP 100,student-46-416,0.97
HEP 100,student-48-263,0.87
HEP 100,student-50-312,0.93
HEP 100,student-51-351,0.91
HEP 100,student-54-350,0.94
HEP 100,student-54-415,0.96
HEP 100,student-55-252,0.92
HEP 100,student-55-408,0.97
HEP 100,student-58-383,0.87
HEP 100,student-58-393,0.93
HEP 100,student-59-193,0.81
HEP 100,student-61-410,0.75
HEP 100,student-64-236,0.87
HEP 100,student-65-233,0.92
HEP 100,student-66-372,0.91
HEP 100,student-67-322,0.89
HEP 100,student-67-405,0.95
HEP 100,student-68-232,0.95
HEP 100,student-68-305,0.85
HEP 100,student-69-387,0.91
HEP 100,student-70-232,0.97
HEP 100,student-71-257,0.9
HEP 100,student-73-228,0.87
HEP 100,student-75-271,0.95
HEP 100,student-75-359,0.93
HEP 100,student-75-384,0.97
HEP 100,student-76-212,0.92
HEP 100,student-76-350,0.92
HEP 100,student-76-370,0.88
HEP 100,student-77-387,0.94
HEP 100,student-78-327,0.91
HEP 100,student-79-363,0.99
HEP 100,student-81-272,0.94
HEP 100,student-81-355,0.99
HEP 100,student-82-299,0.94
HEP 100,student-83-240,0.9
HEP 100,student-83-280,0.82
HEP 100,student-85-364,0.9
HEP 100,student-85-405,0.85
HEP 100,student-85-407,0.93
HEP 100,student-85-420,0.97
HEP 100,student-86-378,0.94
HEP 100,student-86-423,0.92
HEP 100,student-87-378,0.92
HEP 100,student-88-162,0.93
HEP 100,student-90-300,0.94
HEP 100,student-91-259,0.99
HEP 100,student-92-287,0.99
HEP 100,student-93-226,0.93
HEP 100,student-93-230,0.84
HEP 100,student-93-396,0.94
HEP 100,student-95-233,0.95
HEP 100,student-95-372,0.97
HEP 100,student-96-354,0.95
HEP 100,student-96-370,0.95
HEP 100,student-96-404,0.86
HEP 100,student-97-234,0.91
HEP 100,student-97-376,0.93
HEP 100,student-98-384,0.91
HEP 100,student-98-407,0.93
HEP 100,student-99-361,0.95
HST 102,student-00-126,0.83
HST 102,student-00-194,0.78
HST 102,student-00-202,0.88
HST 102,student-00-275,0.93
HST 102,student-01-137,0.91
HST 102,student-01-143,0.83
HST 102,student-01-212,0.81
HST 102,student-01-250,0.95
HST 102,student-01-254,0.93
HST 102,student-01-261,0.86
HST 102,student-01-275,0.94
HST 102,student-01-278,0.89
HST 102,student-01-294,0.94
HST 102,student-01-349,0.88
HST 102,student-01-386,0.92
HST 102,student-01-394,0.85
HST 102,student-02-119,0.83
HST 102,student-02-193,0.79
HST 102,student-02-218,0.71
HST 102,student-02-390,0.89
HST 102,student-03-260,0.94
HST 102,student-03-280,0.9
HST 102,student-04-12,0.8
HST 102,student-04-226,0.91
HST 102,student-05-190,0.87
HST 102,student-05-227,0.97
HST 102,student-05-293,0.98
HST 102,student-05-302,0.81
HST 102,student-05-366,0.88
HST 102,student-06-227,0.86
HST 102,student-06-257,0.87
HST 102,student-06-270,0.83
HST 102,student-06-281,0.78
HST 102,student-06-314,0.77
HST 102,student-07-217,0.94
HST 102,student-07-225,0.86
HST 102,student-07-226,0.89
HST 102,student-07-241,0.83
HST 102,student-07-253,0.94
HST 102,student-07-280,0.91
HST 102,student-07-294,0.95
HST 102,student-08-199,0.98
HST 102,student-08-234,0.89
HST 102,student-08-257,0.94
HST 102,student-08-269,0.91
HST 102,student-09-140,0.87
HST 102,student-09-253,0.89
HST 102,student-09-262,0.87
HST 102,student-09-422,0.88
HST 102,student-10-196,0.9
HST 102,student-10-254,0.87
HST 102,student-10-260,0.95
HST 102,student-10-289,0.94
HST 102,student-11-148,0.8
HST 102,student-11-153,0.73
HST 102,student-11-162,0.92
HST 102,student-11-172,0.86
HST 102,student-11-228,0.98
HST 102,student-11-236,0.97
HST 102,student-11-241,0.93
HST 102,student-11-248,0.96
HST 102,student-11-261,0.97
HST 102,student-11-267,0.89
HST 102,student-11-414,0.83
HST 102,student-12-14,0.89
HST 102,student-12-147,0.89
HST 102,student-12-172,0.82
HST 102,student-12-193,0.79
HST 102,student-12-241,0.94
HST 102,student-12-251,0.94
HST 102,student-12-377,0.87
HST 102,student-13-210,0.92
HST 102,student-13-212,0.95
HST 102,student-13-247,0.92
HST 102,student-13-250,0.84
HST 102,student-13-284,0.94
HST 102,student-13-288,0.87
HST 102,student-13-301,0.93
HST 102,student-13-305,0.86
HST 102,student-13-355,0.95
HST 102,student-14-100,0.81
HST 102,student-14-201,0.86
HST 102,student-14-257,0.8
HST 102,student-14-260,0.99
HST 102,student-14-263,0.89
HST 102,student-14-277,0.92
HST 102,student-14-308,0.81
HST 102,student-15-253,0.98
HST 102,student-15-285,0.95
HST 102,student-15-299,0.91
HST 102,student-15-300,0.95
HST 102,student-15-326,0.86
HST 102,student-15-412,0.9
HST 102,student-16-166,0.79
HST 102,student-16-242,0.95
HST 102,student-16-253,0.93
HST 102,student-16-257,0.97
HST 102,student-16-260,0.83
HST 102,student-16-280,0.86
HST 102,student-17-102,0.92
HST 102,student-17-156,0.84
HST 102,student-17-226,0.83
HST 102,student-17-256,0.71
HST 102,student-17-274,0.86
HST 102,student-17-281,0.97
HST 102,student-17-411,0.76
HST 102,student-18-196,0.93
HST 102,student-18-227,0.88
HST 102,student-18-254,0.86
HST 102,student-18-259,0.9
HST 102,student-18-265,0.96
HST 102,student-18-320,0.91
HST 102,student-18-380,0.95
HST 102,student-19-183,0.83
HST 102,student-19-205,0.87
HST 102,student-19-226,0.88
HST 102,student-19-252,0.92
HST 102,student-19-413,0.95
HST 102,student-20-171,0.71
HST 102,student-20-182,0.85
HST 102,student-20-236,0.78
HST 102,student-20-300,0.92
HST 102,student-20-354,0.88
HST 102,student-21-217,0.93
HST 102,student-21-234,0.88
HST 102,student-21-411,0.88
HST 102,student-22-120,0.85
HST 102,student-22-206,0.93
HST 102,student-22-228,0.84
HST 102,student-22-278,0.84
HST 102,student-23-205,0.86
HST 102,student-23-227,0.84
HST 102,student-23-276,0.84
HST 102,student-23-312,0.92
HST 102,student-23-422,0.99
HST 102,student-24-149,0.97
HST 102,student-24-253,0.91
HST 102,student-24-294,0.91
HST 102,student-24-411,0.82
HST 102,student-25-165,0.99
HST 102,student-25-258,0.88
HST 102,student-25-318,0.95
HST 102,student-25-327,0.95
HST 102,student-26-189,0.89
HST 102,student-26-200,0.84
HST 102,student-26-242,0.9
HST 102,student-26-250,0.82
HST 102,student-26-252,0.93
HST 102,student-26-257,0.96
HST 102,student-26-269,0.91
HST 102,student-26-281,0.99
HST 102,student-26-297,0.98
HST 102,student-26-368,0.87
HST 102,student-27-159,0.94
HST 102,student-27-171,0.91
HST 102,student-27-180,0.9
HST 102,student-27-222,0.96
HST 102,student-27-270,0.82
HST 102,student-27-299,0.8
HST 102,student-27-359,0.89
HST 102,student-28-130,0.96
HST 102,student-28-131,0.94
HST 102,student-28-220,0.91
HST 102,student-29-131,0.91
HST 102,student-29-178,0.79
HST 102,student-29-183,0.95
HST 102,student-29-283,0.93
HST 102,student-29-298,0.99
HST 102,student-30-124,0.85
HST 102,student-30-177,0.83
HST 102,student-30-200,0.83
HST 102,student-31-116,0.84
HST 102,student-31-148,0.88
HST 102,student-31-252,0.92
HST 102,student-31-257,0.92
HST 102,student-31-263,0.88
HST 102,student-31-284,0.97
HST 102,student-31-313,0.78
HST 102,student-32-131,0.96
HST 102,student-32-208,0.92
HST 102,student-32-235,0.9
HST 102,student-32-245,0.99
HST 102,student-32-353,0.86
HST 102,student-32-370,0.88
HST 102,student-32-379,0.89
HST 102,student-33-186,0.81
HST 102,student-33-199,0.77
HST 102,student-33-222,0.92
HST 102,student-33-243,0.9
HST 102,student-33-283,0.9
HST 102,student-33-364,0.9
HST 102,student-33-370,0.89
HST 102,student-33-390,0.97
HST 102,student-34-13,0.85
HST 102,student-34-15,0.89
HST 102,student-34-171,0.95
HST 102,student-34-181,0.88
HST 102,student-34-199,0.76
HST 102,student-34-265,0.96
HST 102,student-34-309,0.94
HST 102,student-34-332,0.92
HST 102,student-35-134,0.93
HST 102,student-35-307,0.8
HST 102,student-35-376,0.83
HST 102,student-35-379,0.84
HST 102,student-36-195,1.0
HST 102,student-36-333,0.74
HST 102,student-36-368,0.88
HST 102,student-37-137,0.92
HST 102,student-37-149,0.93
HST 102,student-37-199,0.92
HST 102,student-37-209,0.9
HST 102,student-37-213,0.7
HST 102,student-37-227,0.88
HST 102,student-37-241,0.83
HST 102,student-37-333,0.98
HST 102,student-37-355,0.9
HST 102,student-38-137,0.98
HST 102,student-38-169,0.92
HST 102,student-38-177,0.8
