Course Prefix,Student,Grade
SOC 101,student-70-187,0.76
SOC 101,student-70-195,0.84
SOC 101,student-70-210,0.86
SOC 101,student-70-228,0.89
SOC 101,student-70-240,0.88
SOC 101,student-70-359,0.89
SOC 101,student-71-193,0.89
SOC 101,student-71-204,0.94
SOC 101,student-71-284,0.71
SOC 101,student-71-366,0.82
SOC 101,student-72-206,0.83
SOC 101,student-72-225,0.75
SOC 101,student-72-261,0.86
SOC 101,student-72-267,0.95
SOC 101,student-72-271,0.92
SOC 101,student-72-284,0.92
SOC 101,student-72-295,0.96
SOC 101,student-72-304,0.95
SOC 101,student-72-366,0.91
SOC 101,student-73-131,0.8
SOC 101,student-73-161,0.97
SOC 101,student-73-209,0.96
SOC 101,student-73-248,0.86
SOC 101,student-73-260,0.87
SOC 101,student-73-261,0.91
SOC 101,student-73-262,0.88
SOC 101,student-73-263,0.95
SOC 101,student-73-370,0.82
SOC 101,student-74-161,0.79
SOC 101,student-74-187,0.8
SOC 101,student-74-198,0.87
SOC 101,student-74-213,0.95
SOC 101,student-74-225,0.84
SOC 101,student-74-232,0.91
SOC 101,student-74-249,0.75
SOC 101,student-74-261,0.82
SOC 101,student-74-326,0.81
SOC 101,student-74-333,0.93
SOC 101,student-74-368,0.84
SOC 101,student-74-384,0.95
SOC 101,student-75-246,0.88
SOC 101,student-75-264,0.73
SOC 101,student-75-266,0.98
SOC 101,student-75-271,0.93
SOC 101,student-76-157,0.74
SOC 101,student-76-182,0.79
SOC 101,student-76-187,0.87
SOC 101,student-76-191,0.91
SOC 101,student-76-265,0.88
SOC 101,student-76-288,0.95
SOC 101,student-76-298,0.78
SOC 101,student-76-350,0.89
SOC 101,student-76-361,0.93
SOC 101,student-76-366,0.95
SOC 101,student-76-370,0.97
SOC 101,student-77-112,0.82
SOC 101,student-77-15,0.78
SOC 101,student-77-166,0.9
SOC 101,student-77-172,0.82
SOC 101,student-77-193,0.79
SOC 101,student-77-271,0.9
SOC 101,student-77-288,0.95
SOC 101,student-77-349,0.95
SOC 101,student-78-116,0.74
SOC 101,student-78-176,0.88
SOC 101,student-78-177,0.82
SOC 101,student-78-195,0.73
SOC 101,student-78-206,0.74
SOC 101,student-78-226,0.8
SOC 101,student-78-241,0.82
SOC 101,student-78-266,0.72
SOC 101,student-78-280,0.84
SOC 101,student-79-107,0.82
SOC 101,student-79-216,0.89
SOC 101,student-79-220,0.89
SOC 101,student-79-225,0.96
SOC 101,student-79-248,0.8
SOC 101,student-79-260,0.75
SOC 101,student-79-262,0.94
SOC 101,student-79-285,0.95
SOC 101,student-79-363,0.95
SOC 101,student-80-161,0.9
SOC 101,student-80-206,0.87
SOC 101,student-80-241,0.8
SOC 101,student-80-260,0.86
SOC 101,student-80-279,0.83
SOC 101,student-80-304,0.92
SOC 101,student-81-283,0.84
SOC 101,student-81-285,0.72
SOC 101,student-82-125,0.93
SOC 101,student-82-210,0.96
SOC 101,student-82-217,0.81
SOC 101,student-82-266,0.89
SOC 101,student-82-290,0.96
SOC 101,student-82-298,0.82
SOC 101,student-82-370,0.93
SOC 101,student-83-126,0.9
SOC 101,student-83-195,0.84
SOC 101,student-83-201,0.92
SOC 101,student-83-212,0.93
SOC 101,student-83-229,0.91
SOC 101,student-83-246,0.86
SOC 101,student-84-185,0.89
SOC 101,student-84-213,0.83
SOC 101,student-84-232,0.8
SOC 101,student-84-256,0.89
SOC 101,student-85-176,0.88
SOC 101,student-85-188,0.94
SOC 101,student-85-256,0.9
SOC 101,student-85-284,0.92
SOC 101,student-85-364,0.93
SOC 101,student-86-181,0.84
SOC 101,student-86-195,0.78
SOC 101,student-86-206,0.94
SOC 101,student-86-248,0.91
SOC 101,student-86-254,0.89
SOC 101,student-86-372,0.82
SOC 101,student-87-125,0.87
SOC 101,student-87-15,0.82
SOC 101,student-87-161,0.98
SOC 101,student-87-276,0.94
SOC 101,student-87-356,0.84
SOC 101,student-87-372,0.92
SOC 101,student-88-173,0.7
SOC 101,student-88-255,0.79
SOC 101,student-88-300,0.95
SOC 101,student-88-373,0.96
SOC 101,student-89-124,0.98
SOC 101,student-89-166,0.84
SOC 101,student-89-220,0.88
SOC 101,student-89-271,0.92
SOC 101,student-89-298,0.9
SOC 101,student-89-299,0.91
SOC 101,student-90-132,0.84
SOC 101,student-90-151,0.85
SOC 101,student-90-162,0.88
SOC 101,student-90-204,0.72
SOC 101,student-90-220,0.83
SOC 101,student-90-221,0.96
SOC 101,student-90-262,0.92
SOC 101,student-90-268,0.91
SOC 101,student-90-378,0.93
SOC 101,student-90-381,0.88
SOC 101,student-91-174,0.77
SOC 101,student-91-185,0.93
SOC 101,student-91-216,0.86
SOC 101,student-91-268,0.92
SOC 101,student-91-270,0.98
SOC 101,student-91-318,0.87
SOC 101,student-92-133,0.92
SOC 101,student-92-167,0.8
SOC 101,student-92-200,0.96
SOC 101,student-92-216,0.84
SOC 101,student-92-230,0.79
SOC 101,student-92-233,0.93
SOC 101,student-92-240,0.86
SOC 101,student-92-253,0.94
SOC 101,student-92-282,0.73
SOC 101,student-92-284,0.97
SOC 101,student-92-371,0.88
SOC 101,student-92-382,0.9
SOC 101,student-93-162,0.82
SOC 101,student-93-192,0.9
SOC 101,student-93-226,0.81
SOC 101,student-93-227,0.94
SOC 101,student-93-242,0.95
SOC 101,student-93-256,0.8
SOC 101,student-93-271,0.76
SOC 101,student-94-14,0.86
SOC 101,student-94-219,0.9
SOC 101,student-94-227,0.92
SOC 101,student-94-359,0.86
SOC 101,student-94-376,0.98
SOC 101,student-95-145,0.78
SOC 101,student-95-15,0.84
SOC 101,student-95-181,0.94
SOC 101,student-95-192,0.72
SOC 101,student-95-215,0.85
SOC 101,student-95-220,0.8
SOC 101,student-95-313,0.76
SOC 101,student-95-369,0.94
SOC 101,student-95-372,0.86
SOC 101,student-96-138,0.92
SOC 101,student-96-267,0.97
SOC 101,student-96-292,0.91
SOC 101,student-96-354,0.89
SOC 101,student-97-246,0.87
SOC 101,student-97-265,0.92
SOC 101,student-97-283,0.94
SOC 101,student-98-171,0.91
SOC 101,student-98-192,0.92
SOC 101,student-98-195,0.91
SOC 101,student-98-360,0.87
SOC 101,student-98-373,0.86
SOC 101,student-99-154,0.94
SOC 101,student-99-239,0.93
SOC 101,student-99-267,0.88
SOC 101,student-99-271,0.94
SOC 101,student-99-285,0.93
SOC 101,student-99-295,0.93
SOC 101,student-99-369,0.87
